System,Subject,Category,Item,Year,No. of Cases
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2022/12/31,573
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2022/12/31,858
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2022/12/31,22
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2022/12/31,54
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2022/12/31,29
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2022/12/31,30
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2022/12/31,19
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2022/12/31,73
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2022/12/31,17
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2022/12/31,0
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2022/12/31,23
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2022/12/31,1
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2022/12/31,174
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2022/12/31,2
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2022/12/31,4
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2022/12/31,159
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2022/12/31,45
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2022/12/31,5
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2022/12/31,17
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2022/12/31,29
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2022/12/31,26
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2022/12/31,71
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2022/12/31,13
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2022/12/31,62
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2022/12/31,170
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2022/12/31,81
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2022/12/31,69
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2022/12/31,51
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2022/12/31,192
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2022/12/31,116
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2022/12/31,34
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2022/12/31,64
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2022/12/31,170
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2022/12/31,46
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2022/12/31,89
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2022/12/31,106
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2022/12/31,3
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2022/12/31,30
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical harm / abuse,2023/12/31,602
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2023/12/31,310
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2023/12/31,509
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological harm / abuse,2023/12/31,7
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2023/12/31,29
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2023/12/31,880
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2023/12/31,577
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2023/12/31,858
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2023/12/31,25
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2023/12/31,50
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2023/12/31,28
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2023/12/31,25
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2023/12/31,11
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2023/12/31,36
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2023/12/31,29
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2023/12/31,2
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2023/12/31,63
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2023/12/31,4
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2023/12/31,190
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2023/12/31,9
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2023/12/31,5
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2023/12/31,142
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2023/12/31,62
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2023/12/31,0
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2023/12/31,24
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2023/12/31,38
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2023/12/31,32
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2023/12/31,80
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2023/12/31,20
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2023/12/31,63
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2023/12/31,88
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2023/12/31,131
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2023/12/31,68
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2023/12/31,55
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2023/12/31,140
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2023/12/31,74
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2023/12/31,44
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2023/12/31,63
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2023/12/31,197
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2023/12/31,45
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2023/12/31,90
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2023/12/31,133
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2023/12/31,32
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2023/12/31,40
